ID,Symbol,CreateTime,Body,Sentiment
80992445,AAPL,2017-04-24T17:46:09Z,b'$TWTR short squeeze coming - IMO',Bullish
80992335,AAPL,2017-04-24T17:45:26Z,b'$TWTR short squeeze coming - IMO',Bullish
80992309,AAPL,2017-04-24T17:45:17Z,b'$TWTR short squeeze coming - IMO',Bullish
80992011,AAPL,2017-04-24T17:43:19Z,b'$TWTR short squeeze coming - IMO',None
80991904,AAPL,2017-04-24T17:42:42Z,b'$TWTR short squeeze coming - IMO',Bullish
80991589,AAPL,2017-04-24T17:40:26Z,b'$TWTR short squeeze coming - IMO',Bullish
80991382,AAPL,2017-04-24T17:38:59Z,b'$TWTR short squeeze coming - IMO',Bullish
80991369,AAPL,2017-04-24T17:38:54Z,b'$TWTR short squeeze coming - IMO',Bearish
80991323,AAPL,2017-04-24T17:38:35Z,b'$TWTR short squeeze coming - IMO',None
80991248,AAPL,2017-04-24T17:38:08Z,b'$TWTR short squeeze coming - IMO',Bullish
80991144,AAPL,2017-04-24T17:37:18Z,b'$TWTR short squeeze coming - IMO',None
80990902,AAPL,2017-04-24T17:35:32Z,b'$TWTR short squeeze coming - IMO',None
80990669,AAPL,2017-04-24T17:33:43Z,b'$TWTR short squeeze coming - IMO',None
80990207,AAPL,2017-04-24T17:30:50Z,b'$TWTR short squeeze coming - IMO',Bullish
80990182,AAPL,2017-04-24T17:30:36Z,b'$TWTR short squeeze coming - IMO',Bullish
80990174,AAPL,2017-04-24T17:30:30Z,b'$TWTR short squeeze coming - IMO',Bullish
80989773,AAPL,2017-04-24T17:27:44Z,b'$TWTR short squeeze coming - IMO',Bearish
80989410,AAPL,2017-04-24T17:25:24Z,b'$TWTR short squeeze coming - IMO',None
80989159,AAPL,2017-04-24T17:23:47Z,b'$TWTR short squeeze coming - IMO',Bullish
80988757,AAPL,2017-04-24T17:21:21Z,b'$TWTR short squeeze coming - IMO',None
80988750,AAPL,2017-04-24T17:21:20Z,b'$TWTR short squeeze coming - IMO',None
80988413,AAPL,2017-04-24T17:18:59Z,b'$TWTR short squeeze coming - IMO',Bullish
80988056,AAPL,2017-04-24T17:16:32Z,b'$TWTR short squeeze coming - IMO',None
80988048,AAPL,2017-04-24T17:16:30Z,b'$TWTR short squeeze coming - IMO',Bullish
80987968,AAPL,2017-04-24T17:15:53Z,b'$TWTR short squeeze coming - IMO',Bullish
80987898,AAPL,2017-04-24T17:15:24Z,b'$TWTR short squeeze coming - IMO',None
80987646,AAPL,2017-04-24T17:13:35Z,b'$TWTR short squeeze coming - IMO',Bullish
80987642,AAPL,2017-04-24T17:13:31Z,b'$TWTR short squeeze coming - IMO',Bullish
80987460,AAPL,2017-04-24T17:12:09Z,b'$TWTR short squeeze coming - IMO',Bullish
80987183,AAPL,2017-04-24T17:10:16Z,b'$TWTR short squeeze coming - IMO',None
80986723,AAPL,2017-04-24T17:06:48Z,b'$TWTR short squeeze coming - IMO',Bullish
80986648,AAPL,2017-04-24T17:06:19Z,b'$TWTR short squeeze coming - IMO',None
80986505,AAPL,2017-04-24T17:05:22Z,b'$TWTR short squeeze coming - IMO',Bullish
80986486,AAPL,2017-04-24T17:05:07Z,b'$TWTR short squeeze coming - IMO',None
80986179,AAPL,2017-04-24T17:02:51Z,b'$TWTR short squeeze coming - IMO',None
80986173,AAPL,2017-04-24T17:02:48Z,b'$TWTR short squeeze coming - IMO',Bullish
80985888,AAPL,2017-04-24T17:00:27Z,b'$TWTR short squeeze coming - IMO',Bullish
80985819,AAPL,2017-04-24T17:00:09Z,b'$TWTR short squeeze coming - IMO',Bullish
80985811,AAPL,2017-04-24T16:59:56Z,b'$TWTR short squeeze coming - IMO',Bullish
80985802,AAPL,2017-04-24T16:59:53Z,b'$TWTR short squeeze coming - IMO',None
80985519,AAPL,2017-04-24T16:57:56Z,b'$TWTR short squeeze coming - IMO',None
80985434,AAPL,2017-04-24T16:57:23Z,b'$TWTR short squeeze coming - IMO',None
80985230,AAPL,2017-04-24T16:55:59Z,b'$TWTR short squeeze coming - IMO',Bullish
80985179,AAPL,2017-04-24T16:55:37Z,b'$TWTR short squeeze coming - IMO',None
80984826,AAPL,2017-04-24T16:52:50Z,b'$TWTR short squeeze coming - IMO',Bullish
80984706,AAPL,2017-04-24T16:51:54Z,b'$TWTR short squeeze coming - IMO',None
80984682,AAPL,2017-04-24T16:51:42Z,b'$TWTR short squeeze coming - IMO',None
80984601,AAPL,2017-04-24T16:51:03Z,b'$TWTR short squeeze coming - IMO',None
80984558,AAPL,2017-04-24T16:50:48Z,b'$TWTR short squeeze coming - IMO',None
80984528,AAPL,2017-04-24T16:50:25Z,b'$TWTR short squeeze coming - IMO',None
80984354,AAPL,2017-04-24T16:49:09Z,b'$TWTR short squeeze coming - IMO',None
80983857,AAPL,2017-04-24T16:45:40Z,b'$TWTR short squeeze coming - IMO',None
80983701,AAPL,2017-04-24T16:44:30Z,b'$TWTR short squeeze coming - IMO',None
80983447,AAPL,2017-04-24T16:42:56Z,b'$TWTR short squeeze coming - IMO',None
80983053,AAPL,2017-04-24T16:40:00Z,b'$TWTR short squeeze coming - IMO',Bullish
80982812,AAPL,2017-04-24T16:38:14Z,b'$TWTR short squeeze coming - IMO',None
80982396,AAPL,2017-04-24T16:35:24Z,b'$TWTR short squeeze coming - IMO',None
80981513,AAPL,2017-04-24T16:28:42Z,b'$TWTR short squeeze coming - IMO',Bullish
80981476,AAPL,2017-04-24T16:28:19Z,b'$TWTR short squeeze coming - IMO',Bearish
80980835,AAPL,2017-04-24T16:23:36Z,b'$TWTR short squeeze coming - IMO',None
80980664,AAPL,2017-04-24T16:22:20Z,b'$TWTR short squeeze coming - IMO',Bullish
80980546,AAPL,2017-04-24T16:21:23Z,b'$TWTR short squeeze coming - IMO',None
80980439,AAPL,2017-04-24T16:20:38Z,b'$TWTR short squeeze coming - IMO',None
80980209,AAPL,2017-04-24T16:18:47Z,b'$TWTR short squeeze coming - IMO',None
80980124,AAPL,2017-04-24T16:18:15Z,b'$TWTR short squeeze coming - IMO',Bullish
80980033,AAPL,2017-04-24T16:17:35Z,b'$TWTR short squeeze coming - IMO',Bullish
80979645,AAPL,2017-04-24T16:14:17Z,b'$TWTR short squeeze coming - IMO',Bullish
80979621,AAPL,2017-04-24T16:14:05Z,b'$TWTR short squeeze coming - IMO',None
80979593,AAPL,2017-04-24T16:13:56Z,b'$TWTR short squeeze coming - IMO',None
80979490,AAPL,2017-04-24T16:13:06Z,b'$TWTR short squeeze coming - IMO',Bullish
80979477,AAPL,2017-04-24T16:12:59Z,b'$TWTR short squeeze coming - IMO',None
80979131,AAPL,2017-04-24T16:10:38Z,b'$TWTR short squeeze coming - IMO',None
80979043,AAPL,2017-04-24T16:09:50Z,b'$TWTR short squeeze coming - IMO',Bullish
80978693,AAPL,2017-04-24T16:07:17Z,b'$TWTR short squeeze coming - IMO',Bearish
80978569,AAPL,2017-04-24T16:06:25Z,b'$TWTR short squeeze coming - IMO',None
80978355,AAPL,2017-04-24T16:04:48Z,b'$TWTR short squeeze coming - IMO',None
80978028,AAPL,2017-04-24T16:02:18Z,b'$TWTR short squeeze coming - IMO',None
80977980,AAPL,2017-04-24T16:01:57Z,b'$TWTR short squeeze coming - IMO',None
80977870,AAPL,2017-04-24T16:01:24Z,b'$TWTR short squeeze coming - IMO',None
80977815,AAPL,2017-04-24T16:00:54Z,b'$TWTR short squeeze coming - IMO',None
80977504,AAPL,2017-04-24T15:58:16Z,b'$TWTR short squeeze coming - IMO',Bullish
80977079,AAPL,2017-04-24T15:55:21Z,b'$TWTR short squeeze coming - IMO',None
80976200,AAPL,2017-04-24T15:49:39Z,b'$TWTR short squeeze coming - IMO',Bullish
80976031,AAPL,2017-04-24T15:48:13Z,b'$TWTR short squeeze coming - IMO',Bullish
80975908,AAPL,2017-04-24T15:47:20Z,b'$TWTR short squeeze coming - IMO',None
80975377,AAPL,2017-04-24T15:43:20Z,b'$TWTR short squeeze coming - IMO',None
80975247,AAPL,2017-04-24T15:42:20Z,b'$TWTR short squeeze coming - IMO',None
80974700,AAPL,2017-04-24T15:38:22Z,b'$TWTR short squeeze coming - IMO',None
80974437,AAPL,2017-04-24T15:36:21Z,b'$TWTR short squeeze coming - IMO',None
80974253,AAPL,2017-04-24T15:34:59Z,b'$TWTR short squeeze coming - IMO',None
80973493,AAPL,2017-04-24T15:29:46Z,b'$TWTR short squeeze coming - IMO',Bullish
80973483,AAPL,2017-04-24T15:29:35Z,b'$TWTR short squeeze coming - IMO',None
80973346,AAPL,2017-04-24T15:28:51Z,b'$TWTR short squeeze coming - IMO',Bullish
80973004,AAPL,2017-04-24T15:26:25Z,b'$TWTR short squeeze coming - IMO',None
80972875,AAPL,2017-04-24T15:25:39Z,b'$TWTR short squeeze coming - IMO',Bullish
80972236,AAPL,2017-04-24T15:21:31Z,b'$TWTR short squeeze coming - IMO',None
80972228,AAPL,2017-04-24T15:21:27Z,b'$TWTR short squeeze coming - IMO',Bearish
80971947,AAPL,2017-04-24T15:19:26Z,b'$TWTR short squeeze coming - IMO',None
80971750,AAPL,2017-04-24T15:17:57Z,b'$TWTR short squeeze coming - IMO',None
80971676,AAPL,2017-04-24T15:17:20Z,b'$TWTR short squeeze coming - IMO',None
80971275,AAPL,2017-04-24T15:14:30Z,b'$TWTR short squeeze coming - IMO',None
80970551,AAPL,2017-04-24T15:09:31Z,b'$TWTR short squeeze coming - IMO',None
80970102,AAPL,2017-04-24T15:06:22Z,b'$TWTR short squeeze coming - IMO',None
80969815,AAPL,2017-04-24T15:04:31Z,b'$TWTR short squeeze coming - IMO',None
80969661,AAPL,2017-04-24T15:03:31Z,b'$TWTR short squeeze coming - IMO',None
80969523,AAPL,2017-04-24T15:02:37Z,b'$TWTR short squeeze coming - IMO',None
80969310,AAPL,2017-04-24T15:01:03Z,b'$TWTR short squeeze coming - IMO',Bullish
80969271,AAPL,2017-04-24T15:00:46Z,b'$TWTR short squeeze coming - IMO',None
80969190,AAPL,2017-04-24T15:00:23Z,b'$TWTR short squeeze coming - IMO',Bullish
80969165,AAPL,2017-04-24T15:00:11Z,b'$TWTR short squeeze coming - IMO',None
80969007,AAPL,2017-04-24T14:59:09Z,b'$TWTR short squeeze coming - IMO',None
80968346,AAPL,2017-04-24T14:54:38Z,b'$TWTR short squeeze coming - IMO',Bearish
80968031,AAPL,2017-04-24T14:52:37Z,b'$TWTR short squeeze coming - IMO',None
80967689,AAPL,2017-04-24T14:50:30Z,b'$TWTR short squeeze coming - IMO',None
80967623,AAPL,2017-04-24T14:50:04Z,b'$TWTR short squeeze coming - IMO',Bullish
80967353,AAPL,2017-04-24T14:48:31Z,b'$TWTR short squeeze coming - IMO',None
80967196,AAPL,2017-04-24T14:47:31Z,b'$TWTR short squeeze coming - IMO',None
80967176,AAPL,2017-04-24T14:47:23Z,b'$TWTR short squeeze coming - IMO',None
